"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Elem Matrix&Linear Algebra","Course Total","337","2.842","30.0","8.9","23.7","9.5","13.4","10.7","3.6",".",".",".",".",".","0.3",".",".","."
"","341
001","24","3.021","25.0","20.8","29.2","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","341
002","22","3.273","31.8","13.6","36.4","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","46","3.141","28.3","17.4","32.6","10.9","6.5","2.2","2.2",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","56","3.509","66.1","5.4","12.5","3.6","8.9","3.6",".",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","54","2.750","27.8","11.1","14.8","20.4","9.3","11.1","5.6",".",".",".",".",".",".",".",".","."
"","421
001","36","2.956","22.2","16.7","13.9","25.0","11.1","5.6",".",".",".",".",".",".","5.6",".",".","."
"","421
002","39","3.218","28.2","35.9","15.4","7.7","7.7","2.6","2.6",".",".",".",".",".",".",".",".","."
"","003
421","44","2.898","15.9","4.5","43.2","25.0","6.8","4.5",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","119","3.021","21.8","18.5","25.2","19.3","8.4","4.2","0.8",".",".",".",".",".","1.7",".",".","."
"","431
001","32","2.938","15.6","31.3","18.8","18.8","6.3","6.3","3.1",".",".",".",".",".",".",".",".","."
"","002
431","34","3.118","38.2",".","38.2",".","20.6","2.9",".",".",".",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","Page 271 of 420",""
