"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","004
320","88","2.764","15.9","23.9","19.3","11.4","14.8","10.2","3.4",".",".",".",".",".","1.1",".",".","."
"Linear Alg & Diff Equations","Course Total","431","2.897","21.1","20.0","25.1","10.7","13.5","5.3","3.9",".",".",".",".",".","0.5",".",".","."
"Appl Mathematical Analysis","321
001","62","2.400","11.3","8.1","14.5","17.7","29.0","12.9","3.2","1.6",".",".",".",".",".","1.6",".","."
"Appl Mathematical Analysis","322
001","25","3.000","20.0","16.0","28.0","24.0","8.0","4.0",".",".",".",".",".",".",".",".",".","."
"","340
001","118","2.674","25.4","8.5","22.0","9.3","18.6","9.3","6.8",".",".",".",".",".",".",".",".","."
"","002
340","85","2.542","20.0","5.9","31.8",".","18.8","17.6","4.7","1.2",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","203","2.619","23.2","7.4","26.1","5.4","18.7","12.8","5.9","0.5",".",".",".",".",".",".",".","."
"","341
001","29","2.776","31.0","3.4","31.0",".","17.2","13.8","3.4",".",".",".",".",".",".",".",".","."
"","341
002","21","3.500","28.6","42.9","19.0","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","50","3.071","30.0","20.0","26.0","2.0","10.0","8.0","2.0","2.0",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","67","3.373","41.8","20.9","22.4","6.0","6.0","3.0",".",".",".",".",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","28","3.204","35.7","14.3","17.9","10.7","17.9",".",".",".",".",".",".",".","3.6",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 272 of 421",""
