"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","002
211","227","2.789","26.0","12.8","18.9","14.5","11.9","13.2","2.6",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","468","2.894","25.9","14.3","21.8","15.4","11.5","9.0","2.1",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","238","3.055","29.0","15.5","26.5","10.5","12.6","4.2","1.7",".",".",".",".",".",".",".",".","."
"","221
001","254","2.676","19.3","11.8","23.6","8.7","23.2","9.1","3.9",".",".",".",".",".","0.4",".",".","."
"","221
002","257","3.325","51.0","8.2","21.8","3.1","12.5","1.9","1.6",".",".",".",".",".",".",".",".","."
"","221
003","249","2.780","20.1","6.0","36.9","10.4","14.9","8.8","2.4",".",".",".",".",".","0.4",".",".","."
"","004
221","266","2.856","27.4","10.9","23.7","10.2","15.8","7.5","3.8","0.4",".",".",".",".",".",".","0.4","."
"","221
005","249","2.829","28.1","8.0","22.1","10.8","20.5","8.0","2.4",".",".",".",".",".",".",".",".","."
"","011
221","72","3.049","30.6","12.5","29.2","5.6","15.3","2.8","2.8",".",".",".",".",".","1.4",".",".","."
"","012
221","71","2.921","18.3","21.1","25.4","8.5","19.7","4.2","1.4",".",".",".",".",".","1.4",".",".","."
"","015
221","74","2.784","23.0","6.8","25.7","20.3","16.2","2.7","5.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1492","2.898","28.5","9.7","25.7","9.0","17.3","6.5","2.9","0.1",".",".",".",".","0.3",".","0.1","."
"","001
222","267","2.851","18.0","13.1","34.1","9.0","19.1","2.2","3.7",".",".",".",".",".","0.7",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 271 of 421",""
