"L&S","","","","","","","","","","","","","","","","","","",""
"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","327
005","34","3.088","29.4","11.8","32.4","11.8","8.8","5.9",".",".",".",".",".",".",".",".",".","."
"","327
006","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
327","37","3.514","45.9","27.0","16.2","5.4","5.4",".",".",".",".",".",".",".",".",".",".","."
"Learning a Stat Lang","Course Total","206","3.449","51.0","16.5","19.9","4.9","4.4","1.0","1.9","0.5",".",".",".",".",".",".",".","."
"Applied Regression Analysis","333
001","57","3.456","56.1","14.0","14.0","7.0","5.3","1.8","1.8",".",".",".",".",".",".",".",".","."
"Introduction to Time Series","349
001","41","3.317","31.7","36.6","12.2","7.3","9.8","2.4",".",".",".",".",".",".",".",".",".","."
"Intro Nonparametric Stats","351
001","40","3.938","92.5","2.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","136","3.228","29.4","24.3","16.9","21.3","8.1",".",".",".",".",".",".",".",".",".",".","."
"","371
002","142","2.873","31.0","9.2","15.5","14.8","19.7","8.5","1.4",".",".",".",".",".",".",".",".","."
"","371
003","138","3.362","48.6","15.9","16.7","8.7","6.5","1.4","2.2",".",".",".",".",".",".",".",".","."
"","371
004","136","2.735","19.9","10.3","22.8","11.8","27.9","4.4","2.9",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","552","3.049","32.2","14.9","17.9","14.1","15.6","3.6","1.6",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design","424
001","32","3.109","40.6","3.1","25.0","12.5","15.6",".","3.1",".",".",".",".",".",".",".",".","."
"","431
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","431
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2017","","","","","","","","","","","","","","","","","","Page 323 of 422",""
