"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","006
327","29","3.810","86.2","3.4","3.4",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","327
007","39","3.141","48.7","10.3","15.4","2.6","12.8","5.1","5.1",".",".",".",".",".",".",".",".","."
"","008
327","29","3.569","79.3","6.9",".","3.4","3.4",".","6.9",".",".",".",".",".",".",".",".","."
"","327
010","26","3.192","57.7","3.8","7.7","3.8","15.4","11.5",".",".",".",".",".",".",".",".",".","."
"Learning a Stat Lang","Course Total","289","3.474","67.1","7.3","8.0","4.5","8.0","2.4","2.8",".",".",".",".",".",".",".",".","."
"Applied Regression Analysis","001
333","39","3.167","28.2","28.2","15.4","20.5","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"","371
001","94","3.161","24.5","17.0","36.2","10.6","9.6","1.1",".",".",".",".",".",".","1.1",".",".","."
"","002
371","136","3.256","35.3","16.2","27.2","11.0","7.4","1.5","0.7",".",".",".",".",".","0.7",".",".","."
"","003
371","97","3.302","40.2","15.5","27.8","9.3","2.1","1.0","3.1",".",".",".",".",".","1.0",".",".","."
"","004
371","138","3.080","29.7","16.7","23.2","12.3","13.0","4.3","0.7",".",".",".",".",".",".",".",".","."
"","371
005","64","3.477","51.6","23.4","10.9","6.3","4.7","1.6","1.6",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","529","3.228","34.8","17.2","25.9","10.4","7.9","2.1","1.1",".",".",".",".",".","0.6",".",".","."
"Appl Categorical Data Anal","421
001","42","3.274","31.0","33.3","16.7","7.1","7.1","4.8",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design","424
001","35","3.343","28.6","40.0","20.0",".","8.6","2.9",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","Page 310 of 403",""
