"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","234
002","313","3.202","30.4","15.0","31.9","8.9","9.9",".","1.3","0.6",".",".",".",".","1.9",".",".","."
"","234
003","282","3.432","55.7","9.6","16.0","9.2","6.4","2.1","0.7",".",".",".",".",".","0.4",".",".","."
"","234
004","252","2.942","23.8","11.5","29.8","11.9","17.5","4.8","0.8",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","984","3.204","36.3","12.4","26.6","9.2","11.6","1.8","0.8","0.2",".",".",".",".","1.0",".",".","."
"Intro to Discrete Mathematics","001
240","63","3.071","11.1","23.8","50.8","9.5",".","3.2","1.6",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","275
001","31","3.516","41.9","29.0","19.4","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","131","",".",".",".",".",".",".",".",".",".","99.2","0.8",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","19","2.737","21.1",".","42.1",".","26.3","10.5",".",".",".",".",".",".",".",".",".","."
"","319
001","118","3.179","31.4","19.5","22.9","14.4","6.8","3.4","0.8","0.8",".",".",".",".",".",".",".","."
"","319
002","80","2.506","15.0","7.5","23.8","6.3","36.3","5.0","6.3",".",".",".",".",".",".",".",".","."
"","319
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","202","2.908","24.3","14.4","24.8","10.9","18.3","4.0","3.0","0.5",".",".",".",".",".",".",".","."
"","320
001","78","2.769","21.8","10.3","28.2",".","30.8","7.7","1.3",".",".",".",".",".",".",".",".","."
