"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","003
222","212","2.979","26.4","13.7","28.3","9.4","15.1","5.7","1.4",".",".",".",".",".",".",".",".","."
"","222
004","289","2.739","21.8","12.5","21.1","12.8","17.3","13.1","1.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1005","2.859","23.0","16.2","22.9","11.5","15.4","8.3","2.5",".",".",".",".",".","0.2",".",".","."
"","228
033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","228
034","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
036","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","001
234","225","2.895","22.7","17.3","20.9","16.9","12.0","6.7","2.7","0.4",".",".",".",".","0.4",".",".","."
"","002
234","229","3.037","26.6","14.0","26.2","16.2","12.7","1.3","2.2","0.4",".",".",".",".","0.4",".",".","."
"","234
003","255","2.980","23.9","22.0","20.0","18.0","6.3","5.5","3.5",".",".",".",".",".","0.4","0.4",".","."
"Calc--Functns of Variables","Course Total","709","2.972","24.4","17.9","22.3","17.1","10.2","4.5","2.8","0.3",".",".",".",".","0.4","0.1",".","."
"","240
001","26","3.346","23.1","34.6","34.6","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","002
240","53","3.198","30.2","17.0","28.3","15.1","7.5","1.9",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","79","3.247","27.8","22.8","30.4","11.4","6.3","1.3",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 272 of 426",""
