"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","222
005","97","2.356","14.4","13.4","15.5","12.4","19.6","14.4","10.3",".",".",".",".",".",".",".",".","."
"","006
222","22","2.591","27.3",".","31.8","9.1","13.6","4.5","13.6",".",".",".",".",".",".",".",".","."
"","007
222","27","2.815","25.9",".","40.7",".","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"","222
008","27","2.558","14.8","7.4","25.9","11.1","25.9","3.7","7.4","3.7",".",".",".",".",".",".",".","."
"","009
222","168","2.524","16.7","9.5","16.1","6.5","37.5","11.3","1.8","0.6",".",".",".",".",".",".",".","."
"","222
010","21","2.643","19.0","9.5","23.8","14.3","19.0","9.5","4.8",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","633","2.525","16.7","9.5","22.7","8.4","25.9","9.3","6.6","0.6",".",".",".",".",".","0.2",".","."
"","001
234","145","2.817","20.7","13.8","20.0","14.5","24.1","6.2","0.7",".",".",".",".",".",".",".",".","."
"","234
002","192","2.887","16.7","18.8","25.0","19.3","13.0","5.7","1.0","0.5",".",".",".",".",".",".",".","."
"","234
003","161","2.706","17.4","14.3","18.0","15.5","25.5","5.6","3.1",".",".",".",".",".",".","0.6",".","."
"Calc--Functns of Variables","Course Total","498","2.808","18.1","15.9","21.3","16.7","20.3","5.8","1.6","0.2",".",".",".",".",".","0.2",".","."
"Intro to Discrete Mathematics","001
240","49","2.510","16.3","22.4","12.2","14.3","12.2","10.2","12.2",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","11","3.273","72.7",".","9.1",".",".","9.1","9.1",".",".",".",".",".",".",".",".","."
