"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","003
222","151","2.709","19.2","7.9","23.8","11.9","25.8","7.9","1.3","0.7",".",".",".",".",".","1.3",".","."
"","222
004","178","2.379","15.7","9.6","17.4","10.1","24.7","14.6","7.9",".",".",".",".",".",".",".",".","."
"","005
222","29","2.276","17.2",".","31.0",".","24.1","17.2","10.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","721","2.595","17.2","11.9","22.1","11.0","22.2","9.6","5.5","0.1",".",".",".",".",".","0.4",".","."
"Intro:Probabilty-Biologists","231
001","19","2.250","15.8","10.5","10.5","5.3","26.3","15.8","10.5",".",".",".",".",".",".",".",".","5.3"
"Intro:Dynamicl Sys-Biolgsts","232
001","16","2.750","18.8",".","31.3","18.8","12.5",".","6.3","6.3",".",".",".",".",".",".",".","6.3"
"","234
001","180","2.789","17.8","20.6","18.3","12.2","20.6","6.1","3.3","0.6",".",".",".",".",".",".",".","0.6"
"","002
234","297","2.644","18.9","10.1","21.9","11.4","23.6","10.4","3.0",".",".",".",".",".",".","0.7",".","."
"","234
003","248","2.736","21.0","10.1","20.6","10.5","31.9","2.8","3.2",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","725","2.712","19.3","12.7","20.6","11.3","25.7","6.8","3.2","0.1",".",".",".",".",".","0.3",".","0.1"
"Topics in Calculus I","275
001","16","2.167","18.8","6.3","6.3",".","31.3","25.0","6.3",".",".",".",".",".",".",".",".","6.3"
"Topics in Calculus II","276
001","31","3.452","45.2","19.4","19.4","12.9","3.2",".",".",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","277
001","23","3.804","60.9","39.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","91","",".",".",".",".",".",".",".",".",".","96.7","3.3",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 240 of 382",""
