"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Calc/Intro-Differntl Equats","213
001","118","3.064","26.3","24.6","18.6","15.3","9.3","2.5","3.4",".",".",".",".",".",".",".",".","."
"","217
001","233","2.558","19.7","10.3","16.3","12.9","21.0","17.6","2.1",".",".",".",".",".",".",".",".","."
"","217
002","221","2.639","18.6","10.4","17.6","15.4","25.3","10.0","2.3",".",".",".",".",".","0.5",".",".","."
"Calc with Algebra & Trig II","Course Total","454","2.597","19.2","10.4","17.0","14.1","23.1","13.9","2.2",".",".",".",".",".","0.2",".",".","."
"","221
001","230","2.727","28.7","7.4","19.1","9.6","20.4","8.7","5.7","0.4",".",".",".",".",".",".",".","."
"","221
002","175","2.618","20.0","8.0","24.0","13.1","19.4","8.6","6.3","0.6",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","405","2.680","24.9","7.7","21.2","11.1","20.0","8.6","5.9","0.5",".",".",".",".",".",".",".","."
"","222
001","186","2.685","21.0","10.2","18.8","14.0","25.3","7.0","3.8",".",".",".",".",".",".",".",".","."
"","002
222","227","2.637","19.8","9.3","24.7","9.7","22.5","8.8","5.3",".",".",".",".",".",".",".",".","."
"","003
222","255","2.970","15.3","22.0","24.3","24.7","9.8","2.4","0.8",".",".",".",".",".",".","0.4",".","0.4"
"","004
222","282","2.854","22.0","16.0","19.9","13.1","22.0","4.3","2.5","0.4",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","950","2.800","19.5","14.8","22.0","15.6","19.5","5.4","2.9","0.1",".",".",".",".",".","0.1",".","0.1"
"","228
031","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 269 of 430",""
