"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Theory-Interst & Life Insur","303
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","319
001","81","2.778","17.3","17.3","16.0","21.0","17.3","6.2","2.5","2.5",".",".",".",".",".",".",".","."
"","002
319","57","2.763","14.0","26.3","26.3",".","19.3","10.5","3.5",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","138","2.772","15.9","21.0","20.3","12.3","18.1","8.0","2.9","1.4",".",".",".",".",".",".",".","."
"","320
001","97","2.807","16.5","14.4","33.0","9.3","17.5","4.1","4.1","1.0",".",".",".",".",".",".",".","."
"","320
002","69","3.232","33.3","20.3","23.2","14.5","5.8","1.4","1.4",".",".",".",".",".",".",".",".","."
"","320
003","57","3.228","43.9","15.8","14.0","12.3","8.8","1.8","3.5",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","223","3.047","28.7","16.6","25.1","11.7","11.7","2.7","3.1","0.4",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","29","2.296","10.3","13.8","24.1","6.9","6.9","20.7","10.3","3.4","3.4",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","24","2.900","16.7","8.3","29.2","8.3","16.7","4.2",".","12.5","4.2",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","18","3.059","11.1","22.2","44.4",".","16.7",".",".","5.6",".",".",".",".",".",".",".","."
"","340
001","69","2.942","37.7",".","27.5",".","29.0","2.9","2.9",".",".",".",".",".",".",".",".","."
