"Fall 2002-2003","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","N","NR","Other"
"","401","003","","6","4.000","83.3",".",".",".",".","",".","",".","",".","",".",".","",".","",".","16.7","",".",".","."
"","401","029","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","401","047","","5","3.857","80.0","20.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","401","048","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","401","252","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Piano","","Course Total","","16","3.953","87.5","6.3",".",".",".","",".","",".","",".","",".",".","",".","",".","","6.3",".",".","."
"Advanced Harpsichord","402","042","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Organ","403","042","","4","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","405","006","","6","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","405","045","","8","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","405","061","","5","3.700","40.0","40.0",".",".",".","",".","",".","",".","",".",".","",".","",".","20.0","",".",".","."
"","405","062","","6","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","405","270","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Voice","","Course Total","","26","3.952","88.5","7.7",".",".",".","",".","",".","",".","",".",".","",".","",".","","3.8",".",".","."
"Advanced Flute","407","010","","4","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Oboe","409","059","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Clarinet","411","005","","5","3.600","80.0",".",".",".","20.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Saxophone","413","050","","4","3.750","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Bassoon","415","032","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Horn","417","020","","5","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Trumpet","419","063","","8","3.893","75.0","25.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Trombone","421","089","","6","3.929","83.3","16.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Euphonium","423","035","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Tuba","425","035","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Percussion","427","033","","4","3.857","75.0","25.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","431","009","","8","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","431","025","","8","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
