"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","221
007","272","3.193","43.8","10.3","24.6","4.0","9.9","4.4","2.9",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1578","3.029","36.8","8.9","27.3","4.5","11.7","7.6","3.0",".",".",".",".",".","0.2",".",".","."
"","222
001","251","2.902","21.9","19.9","19.5","15.5","14.3","5.6","2.8","0.4",".",".",".",".",".",".",".","."
"","222
002","187","2.861","25.1","9.6","27.8","13.9","13.9","5.9","3.7",".",".",".",".",".",".",".",".","."
"","222
003","270","2.667","27.4","4.1","26.7","5.6","18.1","12.6","5.6",".",".",".",".",".",".",".",".","."
"","222
004","213","2.703","24.4","7.0","28.6","4.2","22.1","6.1","7.0",".","0.5",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","921","2.779","24.8","10.2","25.4","9.7","17.2","7.8","4.8","0.1","0.1",".",".",".",".",".",".","."
"","228
013","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
014","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
015","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
053","14","3.714","64.3","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","228
054","19","3.526","42.1","31.6","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","76","3.822","77.6","14.5","3.9","2.6","1.3",".",".",".",".",".",".",".",".",".",".","."
"","234
001","280","3.231","40.0","18.9","16.8","11.4","6.8","3.2","2.5",".",".",".",".",".","0.4",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 280 of 438",""
