"L&S","","","","","","","","","","","","","","","","","","",""
"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","327
011","32","3.781","78.1","6.3","12.5",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"","327
012","36","3.764","75.0","5.6","16.7","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"","327
013","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Learning a Stat Lang","Course Total","409","3.762","77.8","6.8","8.3","1.7","2.0","0.7","0.7","0.7",".",".",".",".",".","1.2",".","."
"Applied Regression Analysis","333
001","74","3.459","50.0","20.3","13.5","9.5","5.4",".","1.4",".",".",".",".",".",".",".",".","."
"","371
001","135","3.148","34.1","15.6","24.4","11.1","9.6","3.7","1.5",".",".",".",".",".",".",".",".","."
"","371
002","135","2.963","31.1","7.4","23.7","10.4","22.2","4.4","0.7",".",".",".",".",".",".",".",".","."
"","371
003","133","3.105","34.6","10.5","23.3","10.5","18.8","1.5","0.8",".",".",".",".",".",".",".",".","."
"","371
004","131","3.168","35.1","20.6","20.6","9.9","6.1","5.3","2.3",".",".",".",".",".",".",".",".","."
"","371
005","122","3.086","34.4","11.5","19.7","15.6","14.8","3.3","0.8",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","656","3.094","33.8","13.1","22.4","11.4","14.3","3.7","1.2",".",".",".",".",".",".",".",".","."
"Intro-Survey Theory & Meths","411
001","50","3.420","44.0","24.0","18.0","8.0","4.0",".","2.0",".",".",".",".",".",".",".",".","."
"Appl Categorical Data Anal","421
001","62","3.210","37.1","17.7","19.4","11.3","11.3","1.6","1.6",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design","424
001","57","3.404","33.3","35.1","28.1",".",".",".","3.5",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 336 of 438",""
