"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","521
002","13","2.192","15.4","7.7","7.7","15.4","30.8","7.7","15.4",".",".",".",".",".",".",".",".","."
"","003
521","21","2.167","14.3","9.5","9.5","23.8","9.5","19.0","14.3",".",".",".",".",".",".",".",".","."
"Advanced Calculus","Course Total","48","2.406","14.6","14.6","10.4","20.8","18.8","10.4","10.4",".",".",".",".",".",".",".",".","."
"Advanced Calculus","522
001","18","3.056","33.3",".","38.9",".","27.8",".",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
002","10","2.500","20.0",".","30.0","20.0",".","30.0",".",".",".",".",".",".",".",".",".","."
"","001
541","19","2.971","26.3","21.1","15.8","5.3","5.3","15.8",".",".",".",".",".",".",".","10.5",".","."
"","002
541","21","1.881","14.3","4.8","4.8","19.0","14.3","23.8","19.0",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","40","2.368","20.0","12.5","10.0","12.5","10.0","20.0","10.0",".",".",".",".",".",".","5.0",".","."
"Modern Algebra","542
001","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Elementary Topology","551
001","19","2.474","15.8","5.3","15.8","5.3","52.6",".","5.3",".",".",".",".",".",".",".",".","."
"Elem Geom & Alg Topology","552
001","22","3.568","50.0","40.9","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"Differential Geometry","561
001","13","2.864","23.1","15.4","23.1","7.7",".","7.7","7.7",".",".",".",".",".",".","15.4",".","."
"Elementary Number Theory","567
001","25","3.104","32.0","12.0","24.0","16.0","8.0",".","4.0","4.0",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 251 of 396",""
