"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","327
004","35","3.485","54.3","11.4","20.0","2.9","5.7","2.9",".","2.9",".",".",".",".",".",".",".","."
"","005
327","30","3.534","50.0","16.7","16.7","13.3",".",".",".",".",".",".",".",".",".",".","3.3","."
"","327
006","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","007
327","27","3.556","48.1","18.5","29.6","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Learning a Stat Lang","Course Total","203","3.708","71.9","9.4","11.3","3.0","1.5","0.5","1.0","0.5",".",".",".",".",".","0.5","0.5","."
"Applied Regression Analysis","333
002","41","3.575","56.1","19.5","14.6","4.9",".",".","2.4",".",".",".",".",".",".",".",".","2.4"
"Introduction to Time Series","349
001","49","3.337","32.7","30.6","18.4","16.3",".",".","2.0",".",".",".",".",".",".",".",".","."
"Intro Nonparametric Stats","351
001","41","3.913","85.4","9.8",".","2.4",".",".",".",".",".",".",".",".",".","2.4",".","."
"","371
001","113","3.205","29.2","23.0","23.0","14.2","7.1","1.8","0.9","0.9",".",".",".",".",".",".",".","."
"","371
002","126","3.095","40.5","8.7","23.0","7.1","10.3","9.5","0.8",".",".",".",".",".",".",".",".","."
"","371
003","139","3.417","42.4","23.0","18.0","8.6","7.9",".",".",".",".",".",".",".",".",".",".","."
"","004
371","137","3.120","30.7","18.2","21.9","11.7","13.1","4.4",".",".",".",".",".",".",".",".",".","."
"","005
371","115","3.117","40.0","13.0","20.0","7.0","10.4","7.8","1.7",".",".",".",".",".",".",".",".","."
"Intro Applied Stats-Life Sci","Course Total","630","3.196","36.7","17.3","21.1","9.7","9.8","4.6","0.6","0.2",".",".",".",".",".",".",".","."
"","424
001","16","3.367","25.0","37.5","18.8","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 334 of 435",""
